0.76269657,0.083062393,3.5877234,0.083134120,0.0035877
1.5411651,0.16545932,7.0999957,0.16602846,0.0071000
2.3219765,0.24755824,10.584515,0.24947677,0.010585
3.1119747,0.32887953,13.993345,0.33341831,0.013993
3.9059554,0.40924169,17.319506,0.41808788,0.017320
4.7008499,0.4883341,20.544449,0.5035757,0.020544
5.4902094,0.56588169,23.659036,0.58999025,0.023659
6.2676292,0.64159309,26.655455,0.67739467,0.026655
7.0263758,0.71519209,29.530169,0.76583166,0.029530
7.7605486,0.78641965,32.282298,0.85531645,0.032282
8.4652961,0.85504642,34.913597,0.94584324,0.034914
9.1371161,0.92087977,37.427717,1.03738788,0.037428
9.773813,0.98376986,39.829728,1.12991250,0.039830
10.374377,1.0436125,42.12558,1.2233695,0.04213
10.938761,1.1003493,44.321684,1.3177053,0.044322
11.467655,1.1539658,46.424564,1.4128644,0.046425
11.962262,1.2044868,48.440616,1.5087911,0.048441
12.424121,1.2519709,50.375933,1.6054311,0.050376
12.854958,1.2965043,52.236225,1.7027324,0.052236
13.256573,1.3381944,54.026773,1.8006453,0.054027
13.630763,1.3771636,55.752434,1.8991204,0.055752
13.979257,1.413544,57.417663,1.998108,0.057418
14.303689,1.4474731,59.026553,2.0975549,0.059027
14.605583,1.4790898,60.582872,2.1974059,0.060583
14.886354,1.5085324,62.090103,2.2976001,0.062090
15.147325,1.5359366,63.551475,2.3980730,0.063551
15.389748,1.5614344,64.969997,2.4987568,0.064970
15.614828,1.5851534,66.348476,2.5995828,0.066348
15.823737,1.6072166,67.689539,2.7004848,0.067690
16.017626,1.6277424,68.99565,2.8014035,0.06900
16.197633,1.6468444,70.269127,2.9022906,0.070269
16.364878,1.6646309,71.512149,3.0031105,0.071512
16.520459,1.6812053,72.726774,3.1038461,0.072727
16.665445,1.6966651,73.914949,3.2044971,0.073915
16.800859,1.7111021,75.078516,3.3050823,0.075079
16.927665,1.7246015,76.219228,3.4056347,0.076219
17.046742,1.7372417,77.338751,3.5061979,0.077339
17.158866,1.7490942,78.438674,3.6068217,0.078439
17.264689,1.7602235,79.520515,3.7075556,0.079521
17.364729,1.7706872,80.585722,3.8084428,0.080586
17.459375,1.7805366,81.635682,3.9095172,0.081636
17.548909,1.7898172,82.671721,4.0107995,0.082672
17.63354,1.7985695,83.695107,4.1122979,0.083695
17.713441,1.8068298,84.707055,4.2140089,0.084707
17.788797,1.814631,85.708728,4.315921,0.085709
17.85983,1.8220033,86.70124,4.4180197,0.08670
17.92681,1.8289746,87.68566,4.5202881,0.08769
17.990056,1.835571,88.663013,4.622713,0.088663
18.049912,1.8418169,89.634283,4.7252858,0.089634
18.106716,1.8477351,90.600413,4.8279996,0.090600
18.160768,1.8533466,91.562307,4.9308471,0.091562
18.212305,1.8586706,92.520829,5.0338157,0.092521
18.26149,1.8637247,93.4768,5.1368880,0.0935
18.308413,1.8685246,94.431006,5.2400313,0.094431
18.353111,1.8730848,95.384188,5.3432084,0.095384
18.395594,1.8774183,96.337054,5.4463669,0.096337
18.435883,1.8815372,97.290278,5.5494499,0.097290
18.474026,1.885453,98.244508,5.652402,0.098245
18.51012,1.8891765,99.200377,5.7551649,0.099200
18.544309,1.8927184,100.15851,5.8576968,0.10016
18.576766,1.8960889,101.11955,5.9599593,0.10112
18.607676,1.8992978,102.08414,6.0619225,0.10208
18.637207,1.9023548,103.05297,6.1635750,0.10305
18.665489,1.9052685,104.02678,6.2648911,0.10403
18.692607,1.9080475,105.00632,6.3658660,0.10501
18.718603,1.9106994,105.99242,6.4664803,0.10599
18.743487,1.9132313,106.98592,6.5667150,0.10699
18.767255,1.9156498,107.98772,6.6665499,0.10799
18.789911,1.9179612,108.99871,6.7659705,0.10900
18.81148,1.9201715,110.01981,6.8649677,0.11002
18.832011,1.9222866,111.05192,6.9635471,0.11105
18.85158,1.9243125,112.09591,7.0617400,0.11210
18.870279,1.9262551,113.15264,7.1595965,0.11315
18.888207,1.9281202,114.22291,7.2571865,0.11422
18.90546,1.9299135,115.30753,7.3546017,0.11531
18.922122,1.9316405,116.40723,7.4519505,0.11641
18.938266,1.9333061,117.52275,7.5493348,0.11752
18.953948,1.9349149,118.65481,7.6468647,0.11865
18.969212,1.9364709,119.80413,7.7446375,0.11980
18.984084,1.9379774,120.97141,7.8427272,0.12097
18.998576,1.9394373,122.15739,7.9411981,0.12216
19.012681,1.9408529,123.36281,8.0400875,0.12336
19.026377,1.9422264,124.58842,8.1394367,0.12459
19.039638,1.9435593,125.83494,8.2392448,0.12583
19.052443,1.9448533,127.10312,8.3395314,0.12710
19.064793,1.9461097,128.39362,8.4402913,0.12839
19.07672,1.9473293,129.70706,8.5414808,0.12971
19.088289,1.9485131,131.04392,8.6430726,0.13104
19.099585,1.9496612,132.40452,8.7449593,0.13240
19.110685,1.9507737,133.78897,8.8470242,0.13379
19.121636,1.95185,135.19711,8.94907,0.13520
19.132422,1.9528896,136.62841,9.0509038,0.13663
19.142965,1.953892,138.08199,9.152295,0.13808
19.15312,1.9548569,139.55656,9.2530283,0.13956
19.162739,1.9557855,141.05022,9.3530335,0.14105
19.171641,1.9566792,142.56098,9.4522668,0.14256
19.179831,1.9575435,144.08549,9.5511678,0.14409
19.187133,1.9583792,145.6223,9.6496792,0.1456
19.194154,1.9592047,147.16366,9.7499136,0.14716
19.2,1.96,148.717,9.85,0.149
