0.90074956,0.009680053,0.43068029,1.009680166
1.8359364,0.019533195,0.85582686,1.019534127
2.7887317,0.029486676,1.277687,1.029489881
3.7527112,0.039507888,1.6972942,1.039515599
4.7281705,0.049602162,2.1144423,1.049617424
5.6982174,0.059669454,2.5325007,1.059696028
6.6821286,0.069820012,2.9477294,1.069862596
7.6778294,0.080047687,3.3602986,1.080111879
8.6850249,0.090353934,3.7701192,1.090446280
9.7039082,0.10074271,4.17701,1.10087076
10.735513,0.11122271,4.5806083,1.11139509
11.781291,0.12180565,4.9804263,1.12203218
12.841384,0.1324962,5.3762138,1.1327879
13.916116,0.14329973,5.7676814,1.14366898
15.005806,0.15422149,6.1545282,1.15468205
16.11171,0.16527447,6.5361197,1.16584170
17.233717,0.17646143,6.9122002,1.17715231
18.370981,0.18777857,7.2827813,1.18861174
19.523326,0.1992273,7.6476556,1.2002232
20.690472,0.21080803,8.0066492,1.21198892
21.872228,0.22252187,8.3595464,1.22391209
23.069894,0.23438395,8.7054386,1.23601023
24.280927,0.24637316,9.0451314,1.24826406
25.50473,0.25848593,9.3786288,1.26067220
26.740984,0.27072112,9.70581,1.27323587
27.990371,0.28308754,10.026008,1.28596665
29.250378,0.29556162,10.3403,1.29884287
30.520313,0.30813747,10.648864,1.31186105
31.801041,0.32082517,10.950946,1.32503435
33.090312,0.33360228,11.247703,1.33834227
34.387369,0.34646145,11.539455,1.35177992
35.69283,0.35940983,11.82563,1.36535765
37.004598,0.37242553,12.107494,1.37905542
38.32263,0.38550841,12.384968,1.39287599
39.64641,0.3986532,12.658315,1.4068167
40.974803,0.41184783,12.928279,1.42086787
42.308181,0.42509653,13.194509,1.43503687
43.645167,0.43838451,13.457982,1.44931100
44.985924,0.45171368,13.718526,1.46369533
46.329678,0.46507574,13.9767,1.47818404
47.676284,0.47846922,14.232583,1.49277863
49.025313,0.49188956,14.486488,1.50747731
50.376527,0.5053343,14.738579,1.5222806
51.72965,0.51880052,14.989059,1.53718854
53.084476,0.53228609,15.238076,1.55220206
54.440777,0.54578861,15.485804,1.56732187
55.798427,0.55930687,15.732327,1.58255003
57.157197,0.57283836,15.977831,1.59788720
58.517055,0.586383,16.222318,1.613337
59.877753,0.59993798,16.466,1.62889946
61.239321,0.61350396,16.708824,1.64457947
62.601549,0.62707852,16.950975,1.66037792
63.964402,0.6406615,17.192464,1.6762985
65.327799,0.65425209,17.433353,1.69234438
66.691633,0.6678491,17.673733,1.7085182
68.055886,0.68145261,17.913598,1.72482426
69.420455,0.69506143,18.153041,1.74126555
70.785282,0.70867496,18.392109,1.75784580
72.150331,0.72229309,18.630809,1.77456950
73.515525,0.73591487,18.869217,1.79144023
74.880813,0.74953981,19.107372,1.80846227
76.246145,0.76316755,19.345303,1.82564023
77.611464,0.77679753,19.583054,1.84297860
78.97672,0.79042917,19.820672,1.86048202
80.341863,0.80406201,20.058193,1.87815545
81.70684,0.81769558,20.295656,1.89600401
83.071591,0.83132938,20.5331,1.91403298
84.436073,0.84496289,20.770567,1.93224778
85.800237,0.85859565,21.008095,1.95065416
87.164033,0.87222715,21.245724,1.96925798
88.52741,0.88585692,21.483492,1.98806541
89.890318,0.89948446,21.721438,2.00708280
91.252707,0.91310928,21.959603,2.02631677
92.614529,0.92673088,22.198026,2.04577419
93.975734,0.94034877,22.436746,2.06546223
95.336273,0.95396243,22.675803,2.08538831
96.696099,0.96757139,22.915235,2.10556024
98.055162,0.98117512,23.155082,2.12598604
99.413413,0.99477313,23.395383,2.14667418
100.7708,1.0083649,23.636178,2.1676334
102.12729,1.0219499,23.877507,2.1888729
103.4828,1.0355277,24.119409,2.2104023
104.83731,1.0490975,24.361926,2.2322312
106.19074,1.062659,24.605101,2.254370
107.543,1.0762111,24.849011,2.2768298
108.89406,1.0897534,25.093678,2.2996212
110.24386,1.1032854,25.339143,2.3227564
111.59231,1.116806,25.585489,2.346247
112.93932,1.1303144,25.832764,2.3701059
114.28487,1.1438103,26.080998,2.3943469
115.62877,1.1572919,26.330315,2.4189822
116.97107,1.1707594,26.580699,2.4440284
118.31154,1.1842108,26.832297,2.4694984
119.65021,1.197646,27.085099,2.495410
120.98691,1.2110635,27.339213,2.5217785
122.32157,1.2244624,27.594698,2.5486218
123.65412,1.2378421,27.851594,2.5759591
124.98446,1.2512013,28.109971,2.6038092
126.31244,1.2645388,28.369924,2.6321924
127.63802,1.2778537,28.631487,2.6611305
128.9611,1.2911451,28.894718,2.6906467
130.28157,1.304412,29.159679,2.720765
131.59932,1.3176532,29.426431,2.7515117
132.91427,1.3308677,29.695034,2.7829132
134.22626,1.3440539,29.965579,2.8149972
135.53519,1.3572107,30.238117,2.8477944
136.84098,1.3703371,30.512702,2.8813374
138.14343,1.3834311,30.789446,2.9156583
139.44242,1.3964913,31.06842,2.9507931
140.73775,1.4095157,31.349725,2.9867782
142.02927,1.4225028,31.633435,3.0236541
143.31671,1.4354497,31.919706,3.0614597
144.59989,1.4483547,32.208619,3.1002404
145.87857,1.4612153,32.500288,3.1400419
147.15253,1.474029,32.794835,3.180913
148.4215,1.4867932,33.092376,3.2229069
149.68518,1.4995045,33.393071,3.2660756
150.94334,1.5121607,33.697006,3.3104808
152.19565,1.5247585,34.004321,3.3561840
153.44185,1.5372949,34.315131,3.4032525
154.68152,1.5497658,34.629607,3.4517545
155.9144,1.5621684,34.947848,3.5017682
157.1401,1.5744987,35.269996,3.5533731
158.35814,1.5867518,35.596246,3.6066508
159.56808,1.5989232,35.926752,3.6616904
160.76917,1.6110053,36.261815,3.7185734
