0.76269657,0.083062393,3.5877234,1.083134120
1.5411651,0.16545932,7.0999957,1.16602846
2.3219765,0.24755824,10.584515,1.24947677
3.1119747,0.32887953,13.993345,1.33341831
3.9059554,0.40924169,17.319506,1.41808788
4.7008499,0.4883341,20.544449,1.5035757
5.4902094,0.56588169,23.659036,1.58999025
6.2676292,0.64159309,26.655455,1.67739467
7.0263758,0.71519209,29.530169,1.76583166
7.7605486,0.78641965,32.282298,1.85531645
8.4652961,0.85504642,34.913597,1.94584324
9.1371161,0.92087977,37.427717,2.03738788
9.773813,0.98376986,39.829728,2.12991250
10.374377,1.0436125,42.12558,2.2233695
10.938761,1.1003493,44.321684,2.3177053
11.467655,1.1539658,46.424564,2.4128644
11.962262,1.2044868,48.440616,2.5087911
12.424121,1.2519709,50.375933,2.6054311
12.854958,1.2965043,52.236225,2.7027324
13.256573,1.3381944,54.026773,2.8006453
13.630763,1.3771636,55.752434,2.8991204
13.979257,1.413544,57.417663,2.998108
14.303689,1.4474731,59.026553,3.0975549
14.605583,1.4790898,60.582872,3.1974059
14.886354,1.5085324,62.090103,3.2976001
15.147325,1.5359366,63.551475,3.3980730
15.389748,1.5614344,64.969997,3.4987568
15.614828,1.5851534,66.348476,3.5995828
15.823737,1.6072166,67.689539,3.7004848
16.017626,1.6277424,68.99565,3.8014035
16.197633,1.6468444,70.269127,3.9022906
16.364878,1.6646309,71.512149,4.0031105
16.520459,1.6812053,72.726774,4.1038461
16.665445,1.6966651,73.914949,4.2044971
16.800859,1.7111021,75.078516,4.3050823
16.927665,1.7246015,76.219228,4.4056347
17.046742,1.7372417,77.338751,4.5061979
17.158866,1.7490942,78.438674,4.6068217
17.264689,1.7602235,79.520515,4.7075556
17.364729,1.7706872,80.585722,4.8084428
17.459375,1.7805366,81.635682,4.9095172
17.548909,1.7898172,82.671721,5.0107995
17.63354,1.7985695,83.695107,5.1122979
17.713441,1.8068298,84.707055,5.2140089
17.788797,1.814631,85.708728,5.315921
17.85983,1.8220033,86.70124,5.4180197
17.92681,1.8289746,87.68566,5.5202881
17.990056,1.835571,88.663013,5.622713
18.049912,1.8418169,89.634283,5.7252858
18.106716,1.8477351,90.600413,5.8279996
18.160768,1.8533466,91.562307,5.9308471
18.212305,1.8586706,92.520829,6.0338157
18.26149,1.8637247,93.4768,6.1368880
18.308413,1.8685246,94.431006,6.2400313
18.353111,1.8730848,95.384188,6.3432084
18.395594,1.8774183,96.337054,6.4463669
18.435883,1.8815372,97.290278,6.5494499
18.474026,1.885453,98.244508,6.652402
18.51012,1.8891765,99.200377,6.7551649
18.544309,1.8927184,100.15851,6.8576968
18.576766,1.8960889,101.11955,6.9599593
18.607676,1.8992978,102.08414,7.0619225
18.637207,1.9023548,103.05297,7.1635750
18.665489,1.9052685,104.02678,7.2648911
18.692607,1.9080475,105.00632,7.3658660
18.718603,1.9106994,105.99242,7.4664803
18.743487,1.9132313,106.98592,7.5667150
18.767255,1.9156498,107.98772,7.6665499
18.789911,1.9179612,108.99871,7.7659705
18.81148,1.9201715,110.01981,7.8649677
18.832011,1.9222866,111.05192,7.9635471
18.85158,1.9243125,112.09591,8.0617400
18.870279,1.9262551,113.15264,8.1595965
18.888207,1.9281202,114.22291,8.2571865
18.90546,1.9299135,115.30753,8.3546017
18.922122,1.9316405,116.40723,8.4519505
18.938266,1.9333061,117.52275,8.5493348
18.953948,1.9349149,118.65481,8.6468647
18.969212,1.9364709,119.80413,8.7446375
18.984084,1.9379774,120.97141,8.8427272
18.998576,1.9394373,122.15739,8.9411981
19.012681,1.9408529,123.36281,9.0400875
19.026377,1.9422264,124.58842,9.1394367
19.039638,1.9435593,125.83494,9.2392448
19.052443,1.9448533,127.10312,9.3395314
19.064793,1.9461097,128.39362,9.4402913
19.07672,1.9473293,129.70706,9.5414808
19.088289,1.9485131,131.04392,9.6430726
19.099585,1.9496612,132.40452,9.7449593
19.110685,1.9507737,133.78897,9.8470242
19.121636,1.95185,135.19711,9.94907
19.132422,1.9528896,136.62841,10.0509038
19.142965,1.953892,138.08199,10.152295
19.15312,1.9548569,139.55656,10.2530283
19.162739,1.9557855,141.05022,10.3530335
19.171641,1.9566792,142.56098,10.4522668
19.179831,1.9575435,144.08549,10.5511678
19.187133,1.9583792,145.6223,10.6496792
19.194154,1.9592047,147.16366,10.7499136
19.2,1.96,148.717,10.85
