# Data File Created by MCalibration
# Experimental data-1-x, Experimental data-1-y, 
0.5, 0.0064237, 
1.50033, 0.0113162, 
2.50033, 0.0151107, 
3.50033, 0.0185726, 
4.50033, 0.0217848, 
5.50033, 0.0247862, 
6.50033, 0.0276061, 
7.50033, 0.0302702, 
8.50033, 0.0327874, 
9.50033, 0.0351551, 
10.5003, 0.037388, 
11.5003, 0.0394926, 
12.5003, 0.0414852, 
13.5003, 0.0433724, 
14.5003, 0.0451525, 
15.5003, 0.0468368, 
16.5003, 0.0484289, 
17.5003, 0.0499436, 
18.5003, 0.0513959, 
19.5003, 0.052765, 
20.5003, 0.0540651, 
21.5003, 0.0553012, 
22.5003, 0.0564872, 
23.5003, 0.0576175, 
24.5003, 0.0586965, 
25.5003, 0.0597339, 
26.5003, 0.0607276, 
27.5003, 0.061693, 
28.5003, 0.0626254, 
29.5003, 0.0635226, 
30.5003, 0.064389, 
31.5003, 0.0652237, 
32.5003, 0.0660367, 
33.5003, 0.0668335, 
34.5003, 0.067608, 
35.5003, 0.0683621, 
36.5003, 0.069098, 
37.5003, 0.0698238, 
38.5003, 0.070537, 
39.5003, 0.0712327, 
40.6827, 0.068905, 
41.6827, 0.0668552, 
42.6827, 0.0652479, 
43.6827, 0.0638938, 
44.6827, 0.0627056, 
45.6827, 0.0616423, 
46.6827, 0.0606759, 
47.6827, 0.0597984, 
48.6827, 0.058985, 
49.6827, 0.0582285, 
50.6827, 0.05752, 
51.6827, 0.0568535, 
52.6827, 0.0562319, 
53.6827, 0.0556443, 
54.6827, 0.0550844, 
55.6827, 0.0545513, 
56.6827, 0.054042, 
57.6827, 0.0535639, 
58.6827, 0.0531042, 
59.6827, 0.0526617, 
60.6827, 0.0522373, 
61.6827, 0.0518273, 
62.6827, 0.0514402, 
63.6827, 0.0510667, 
64.6827, 0.0507044, 
65.6827, 0.0503528, 
66.6827, 0.05001, 
67.6827, 0.0496875, 
68.6827, 0.0493739, 
69.6827, 0.0490673, 
70.6827, 0.0487693, 
71.6827, 0.0484774, 
72.6827, 0.0482022, 
73.6827, 0.0479339, 
74.6827, 0.0476697, 
75.6827, 0.0474119, 
76.6827, 0.0471586, 
77.6827, 0.0469203, 
78.6827, 0.0466849, 
79.6827, 0.046454, 
80.6827, 0.0462271, 
81.6827, 0.0460045, 
82.6827, 0.0457953, 
83.6827, 0.0455888, 
84.6827, 0.0453837, 
85.6827, 0.0451819, 
86.6827, 0.0449824, 
87.6827, 0.0447974, 
88.6827, 0.044613, 
89.6827, 0.0444301, 
90.6827, 0.0442492, 
91.6827, 0.0440702, 
92.6827, 0.0439036, 
93.6827, 0.0437369, 
94.6827, 0.0435707, 
95.6827, 0.0434069, 
96.6827, 0.0432442, 
97.6827, 0.0430945, 
98.6827, 0.042944, 
99.6827, 0.0427934, 
100.683, 0.042644, 
101.683, 0.0424957, 
102.683, 0.0423596, 
103.683, 0.0422215, 
104.683, 0.0420837, 
105.683, 0.0419469, 
106.683, 0.0418093, 
107.683, 0.0416858, 
108.683, 0.0415593, 
109.683, 0.0414326, 
110.683, 0.0413069, 
111.683, 0.0411804, 
112.683, 0.041066, 
113.683, 0.0409499, 
114.683, 0.0408323, 
115.683, 0.040715, 
116.683, 0.0405973, 
117.683, 0.040491, 
118.683, 0.0403828, 
119.683, 0.0402736, 
120.683, 0.0401646, 
121.683, 0.0400552, 
122.683, 0.0399579, 
123.683, 0.039857, 
124.683, 0.0397558, 
125.683, 0.0396541, 
126.683, 0.0395515, 
127.683, 0.0394611, 
128.683, 0.0393676, 
129.683, 0.039272, 
130.838, 0.0364652, 
131.838, 0.0333947, 
132.838, 0.0306506, 
133.838, 0.0281701, 
134.838, 0.0258642, 
135.838, 0.0236887, 
136.838, 0.0216198, 
137.838, 0.0196532, 
138.838, 0.0177607, 
139.838, 0.0159383, 
140.838, 0.0141773, 
141.838, 0.0124788, 
142.838, 0.0108415, 
143.838, 0.00924721, 
